Compute Units: Running Time and Stalls
Compute Unit, Running Time (us), Intra-Kernel Dataflow Stalls (%), External Memory Stalls (%), External Stream Stalls (%)
cc8_cu0,3418.769,0.000,0.000,0.000
cc8_cu1,3418.769,0.000,0.000,0.000
cc8_status,3418.769,0.000,0.000,0.000
cc8_ctrl,3418.769,0.000,0.000,0.000

Functions: Running Time and Stalls
Compute Unit, Function, Running Time (us), Intra-Kernel Dataflow Stalls (%), External Memory Stalls (%), External Stream Stalls (%)
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_init_cc8_prefill_flash_state_fu_4842,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_store_cc8_prefill_flash_output_one_core_fu_4976,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_store_cc8_prefill_flash_output_one_core_fu_5113,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_load_cc8_k_attention_packet_panel_fu_5250,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_load_cc8_kv_attention_panel_fu_5267,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_emit_cc8_prefill_qk_inputs_fu_5788,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_collect_cc8_separate_mm_results_fu_5838,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_compute_cc8_prefill_flash_probabilities_one_core_fu_5863,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_compute_cc8_prefill_flash_probabilities_one_core_fu_5902,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_scale_cc8_prefill_flash_accumulator_one_core_fu_5941,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_emit_cc8_attention_pv_inputs_fu_5963,3418.769,0.000,0.000,0.000
cc8_ctrl,control_cache_8x64_dual_core_U0/grp_accumulate_cc8_prefill_flash_pv_one_core_fu_6517,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_142_7_fu_224,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_126_6_fu_233,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_104_4_fu_246,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_113_5_fu_255,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_U0/grp_pack_cc8_nk_core_inputs_Pipeline_VITIS_LOOP_73_2_VITIS_LOOP_77_3_fu_264,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_142_7_fu_224,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_126_6_fu_233,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_104_4_fu_246,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_113_5_fu_255,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_core_inputs_2_U0/grp_pack_cc8_nk_core_inputs_2_Pipeline_VITIS_LOOP_73_2_VITIS_LOOP_77_3_fu_264,3418.769,0.000,0.000,0.000
cc8_ctrl,pack_cc8_nk_status_U0,3418.769,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_U0,3418.769,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_U0/grp_unpack_cc8_nk_core_results_Pipeline_VITIS_LOOP_174_2_VITIS_LOOP_178_3_fu_99,3418.769,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_3_U0,3418.769,0.000,0.000,0.000
cc8_ctrl,unpack_cc8_nk_core_results_3_U0/grp_unpack_cc8_nk_core_results_3_Pipeline_VITIS_LOOP_174_2_VITIS_LOOP_178_3_fu_99,3418.769,0.000,0.000,0.000

Compute Units: Port Data Transfer
Compute Unit, Port, Write Time (us), Outstanding Write (%), Read Time (us), Outstanding Read (%)
cc8_status,m_axi_status,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data0,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data1,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data2,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_data3,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w0,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w1,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w2,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w3,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w4,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w5,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w6,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w7,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w8,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w9,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w10,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w11,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w12,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w13,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w14,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_w15,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_kvk,0.000,0.000,0.000,0.000
cc8_ctrl,m_axi_kvv,0.000,0.000,0.000,0.000
